"Org.Code","Org.Name","Service.Type","RCI","Index_Type"
"RK9","PLYMOUTH HOSPITALS NHS TRUST","Unbundled",122.25,"Episode_MFF_adjusted"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","Unbundled",85.21,"Episode_MFF_adjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","Unbundled",105.14,"Episode_MFF_adjusted"
"RL1","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Unbundled",131.77,"Episode_MFF_adjusted"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","Unbundled",94.66,"Episode_MFF_adjusted"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","Unbundled",96.58,"Episode_MFF_adjusted"
"RLQ","WYE VALLEY NHS TRUST","Unbundled",103.11,"Episode_MFF_adjusted"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","Unbundled",155.55,"Episode_MFF_adjusted"
"RLU","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","Unbundled",100.94,"Episode_MFF_adjusted"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Unbundled",93.61,"Episode_MFF_adjusted"
"RM2","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","Unbundled",92.38,"Episode_MFF_adjusted"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","Unbundled",111.01,"Episode_MFF_adjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","Unbundled",39.44,"Episode_MFF_adjusted"
"RMP","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","Unbundled",74.71,"Episode_MFF_adjusted"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","Unbundled",104.56,"Episode_MFF_adjusted"
"RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","Unbundled",106,"Episode_MFF_adjusted"
"RN7","DARTFORD AND GRAVESHAM NHS TRUST","Unbundled",106.11,"Episode_MFF_adjusted"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","Unbundled",79.7,"Episode_MFF_adjusted"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","Unbundled",126.7,"Episode_MFF_adjusted"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","Unbundled",133.9,"Episode_MFF_adjusted"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","Unbundled",99.24,"Episode_MFF_adjusted"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","Unbundled",84.83,"Episode_MFF_adjusted"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","Unbundled",105.58,"Episode_MFF_adjusted"
"RNZ","SALISBURY NHS FOUNDATION TRUST","Unbundled",96.07,"Episode_MFF_adjusted"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","Unbundled",115.6,"Episode_MFF_adjusted"
"RP4","GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST","Unbundled",106.06,"Episode_MFF_adjusted"
"RP5","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","Unbundled",96.11,"Episode_MFF_adjusted"
"RP6","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","Unbundled",70.42,"Episode_MFF_adjusted"
"RPA","MEDWAY NHS FOUNDATION TRUST","Unbundled",149.79,"Episode_MFF_adjusted"
"RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","Unbundled",71.81,"Episode_MFF_adjusted"
"RPG","OXLEAS NHS FOUNDATION TRUST","Unbundled",144.21,"Episode_MFF_adjusted"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","Unbundled",99.16,"Episode_MFF_adjusted"
"RQ3","BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST","Unbundled",120.51,"Episode_MFF_adjusted"
"RQ6","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","Unbundled",117.38,"Episode_MFF_adjusted"
"RQ8","MID ESSEX HOSPITAL SERVICES NHS TRUST","Unbundled",104.29,"Episode_MFF_adjusted"
"RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","Unbundled",76.31,"Episode_MFF_adjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","Unbundled",96.44,"Episode_MFF_adjusted"
"RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","Unbundled",93.85,"Episode_MFF_adjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","Unbundled",83.77,"Episode_MFF_adjusted"
"RR1","HEART OF ENGLAND NHS FOUNDATION TRUST","Unbundled",68.3,"Episode_MFF_adjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","Unbundled",117.5,"Episode_MFF_adjusted"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","Unbundled",109.42,"Episode_MFF_adjusted"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","Unbundled",91.07,"Episode_MFF_adjusted"
"RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Unbundled",82.81,"Episode_MFF_adjusted"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","Unbundled",107.63,"Episode_MFF_adjusted"
"RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","Unbundled",111.77,"Episode_MFF_adjusted"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","Unbundled",102.09,"Episode_MFF_adjusted"
"RT3","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","Unbundled",129.09,"Episode_MFF_adjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","Unbundled",100.87,"Episode_MFF_adjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","Unbundled",100.48,"Episode_MFF_adjusted"
"RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","Unbundled",104.3,"Episode_MFF_adjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","Unbundled",109.67,"Episode_MFF_adjusted"
"RTG","DERBY HOSPITALS NHS FOUNDATION TRUST","Unbundled",114.48,"Episode_MFF_adjusted"
"RTH","OXFORD UNIVERSITY HOSPITALS NHS TRUST","Unbundled",98.25,"Episode_MFF_adjusted"
"RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","Unbundled",91.03,"Episode_MFF_adjusted"
"RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","Unbundled",106.01,"Episode_MFF_adjusted"
"RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","Unbundled",100.83,"Episode_MFF_adjusted"
"RTX","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","Unbundled",74.82,"Episode_MFF_adjusted"
"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","Unbundled",43.46,"Episode_MFF_adjusted"
"RVJ","NORTH BRISTOL NHS TRUST","Unbundled",98.63,"Episode_MFF_adjusted"
"RVR","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","Unbundled",70.84,"Episode_MFF_adjusted"
"RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","Unbundled",93.91,"Episode_MFF_adjusted"
"RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","Unbundled",63.14,"Episode_MFF_adjusted"
"RVY","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","Unbundled",77.13,"Episode_MFF_adjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","Unbundled",110.8,"Episode_MFF_adjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Unbundled",117.03,"Episode_MFF_adjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","Unbundled",125.2,"Episode_MFF_adjusted"
"RW6","PENNINE ACUTE HOSPITALS NHS TRUST","Unbundled",114.47,"Episode_MFF_adjusted"
"RWA","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","Unbundled",115.41,"Episode_MFF_adjusted"
"RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","Unbundled",86.76,"Episode_MFF_adjusted"
"RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","Unbundled",92.98,"Episode_MFF_adjusted"
"RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","Unbundled",75.17,"Episode_MFF_adjusted"
"RWG","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Unbundled",100.72,"Episode_MFF_adjusted"
"RWH","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Unbundled",119.41,"Episode_MFF_adjusted"
"RWJ","STOCKPORT NHS FOUNDATION TRUST","Unbundled",122.25,"Episode_MFF_adjusted"
"RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","Unbundled",99.65,"Episode_MFF_adjusted"
"RWW","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","Unbundled",91.7,"Episode_MFF_adjusted"
"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Unbundled",102.28,"Episode_MFF_adjusted"
"RWY","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","Unbundled",86.47,"Episode_MFF_adjusted"
"RX1","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","Unbundled",108.49,"Episode_MFF_adjusted"
"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST","Unbundled",99.8,"Episode_MFF_adjusted"
"RXC","EAST SUSSEX HEALTHCARE NHS TRUST","Unbundled",99.67,"Episode_MFF_adjusted"
"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","Unbundled",125.58,"Episode_MFF_adjusted"
"RXF","MID YORKSHIRE HOSPITALS NHS TRUST","Unbundled",107.05,"Episode_MFF_adjusted"
"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Unbundled",120.8,"Episode_MFF_adjusted"
"RXH","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","Unbundled",75.28,"Episode_MFF_adjusted"
"RXK","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","Unbundled",109.26,"Episode_MFF_adjusted"
"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","Unbundled",102.03,"Episode_MFF_adjusted"
"RXN","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","Unbundled",102.18,"Episode_MFF_adjusted"
"RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","Unbundled",106.1,"Episode_MFF_adjusted"
"RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","Unbundled",89.44,"Episode_MFF_adjusted"
"RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","Unbundled",72.01,"Episode_MFF_adjusted"
"RXW","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","Unbundled",66.91,"Episode_MFF_adjusted"
"RY1","LIVERPOOL COMMUNITY HEALTH NHS TRUST","Unbundled",143.33,"Episode_MFF_adjusted"
"RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","Unbundled",105.58,"Episode_MFF_adjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","Unbundled",67.22,"Episode_MFF_adjusted"
"RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Unbundled",153.6,"Episode_MFF_adjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","Unbundled",309.44,"Episode_MFF_adjusted"
"RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Unbundled",116.66,"Episode_MFF_adjusted"
"RY9","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","Unbundled",74.48,"Episode_MFF_adjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","Unbundled",182.23,"Episode_MFF_adjusted"
"RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","Unbundled",147.98,"Episode_MFF_adjusted"
"RYR","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","Unbundled",79.01,"Episode_MFF_adjusted"
"RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","Unbundled",106.02,"Episode_MFF_adjusted"
"RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST","Unbundled",103.73,"Episode_MFF_adjusted"
"RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","Unbundled",126.16,"Episode_MFF_adjusted"
"RYY","KENT COMMUNITY HEALTH NHS TRUST","Unbundled",471.6,"Episode_MFF_adjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","RCI(incl XBD)",77.9,"Episode_Unadjusted"
"REN","THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","RCI(incl XBD)",82.18,"Episode_Unadjusted"
"RW4","MERSEY CARE NHS TRUST","RCI(incl XBD)",82.4,"Episode_Unadjusted"
"RGR","WEST SUFFOLK NHS FOUNDATION TRUST","RCI(incl XBD)",82.54,"Episode_Unadjusted"
"RY7","WIRRAL COMMUNITY NHS TRUST","RCI(incl XBD)",83.61,"Episode_Unadjusted"
"REF","ROYAL CORNWALL HOSPITALS NHS TRUST","RCI(incl XBD)",84.84,"Episode_Unadjusted"
"RXW","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","RCI(incl XBD)",84.44,"Episode_Unadjusted"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",85.42,"Episode_Unadjusted"
"RD1","ROYAL UNITED HOSPITAL BATH NHS TRUST","RCI(incl XBD)",85.32,"Episode_Unadjusted"
"RX6","NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST","RCI(incl XBD)",85.11,"Episode_Unadjusted"
"RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",86.41,"Episode_Unadjusted"
"RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RCI(incl XBD)",86.52,"Episode_Unadjusted"
"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST","RCI(incl XBD)",87.08,"Episode_Unadjusted"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","RCI(incl XBD)",86.76,"Episode_Unadjusted"
"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST","RCI(incl XBD)",87.35,"Episode_Unadjusted"
"RDZ","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",87.21,"Episode_Unadjusted"
"RTG","DERBY HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",88.06,"Episode_Unadjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",88.34,"Episode_Unadjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RCI(incl XBD)",87.98,"Episode_Unadjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","RCI(incl XBD)",87.86,"Episode_Unadjusted"
"RX7","NORTH WEST AMBULANCE SERVICE NHS TRUST","RCI(incl XBD)",88.69,"Episode_Unadjusted"
"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","RCI(incl XBD)",89.12,"Episode_Unadjusted"
"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","RCI(incl XBD)",89.16,"Episode_Unadjusted"
"RYA","WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST","RCI(incl XBD)",89.19,"Episode_Unadjusted"
"RBL","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",90.05,"Episode_Unadjusted"
"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST","RCI(incl XBD)",89.78,"Episode_Unadjusted"
"RGQ","IPSWICH HOSPITAL NHS TRUST","RCI(incl XBD)",89.78,"Episode_Unadjusted"
"RNZ","SALISBURY NHS FOUNDATION TRUST","RCI(incl XBD)",89.9,"Episode_Unadjusted"
"RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",89.39,"Episode_Unadjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","RCI(incl XBD)",90.05,"Episode_Unadjusted"
"RYR","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",89.95,"Episode_Unadjusted"
"RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RCI(incl XBD)",90.22,"Episode_Unadjusted"
"RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",90.83,"Episode_Unadjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","RCI(incl XBD)",90.39,"Episode_Unadjusted"
"RBT","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",89.96,"Episode_Unadjusted"
"RJF","BURTON HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",90.74,"Episode_Unadjusted"
"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST","RCI(incl XBD)",90.58,"Episode_Unadjusted"
"RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RCI(incl XBD)",90.74,"Episode_Unadjusted"
"RH8","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RCI(incl XBD)",91.39,"Episode_Unadjusted"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","RCI(incl XBD)",90.95,"Episode_Unadjusted"
"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST","RCI(incl XBD)",90.86,"Episode_Unadjusted"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","RCI(incl XBD)",90.24,"Episode_Unadjusted"
"RWA","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","RCI(incl XBD)",91.13,"Episode_Unadjusted"
"RCF","AIREDALE NHS FOUNDATION TRUST","RCI(incl XBD)",91.02,"Episode_Unadjusted"
"RD3","POOLE HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",90.72,"Episode_Unadjusted"
"RP5","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",91.89,"Episode_Unadjusted"
"RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RCI(incl XBD)",91.82,"Episode_Unadjusted"
"REP","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","RCI(incl XBD)",91.86,"Episode_Unadjusted"
"RC9","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",91.85,"Episode_Unadjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCI(incl XBD)",92.36,"Episode_Unadjusted"
"RCB","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",91.83,"Episode_Unadjusted"
"RAJ","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",91.95,"Episode_Unadjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","RCI(incl XBD)",92.14,"Episode_Unadjusted"
"RGP","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",92.22,"Episode_Unadjusted"
"RBN","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","RCI(incl XBD)",92.21,"Episode_Unadjusted"
"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","RCI(incl XBD)",92.41,"Episode_Unadjusted"
"RXN","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",93.12,"Episode_Unadjusted"
"RBK","WALSALL HEALTHCARE NHS TRUST","RCI(incl XBD)",92.92,"Episode_Unadjusted"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","RCI(incl XBD)",93.58,"Episode_Unadjusted"
"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","RCI(incl XBD)",92.79,"Episode_Unadjusted"
"R1J","GLOUCESTERSHIRE CARE SERVICES NHS TRUST","RCI(incl XBD)",92.92,"Episode_Unadjusted"
"RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RCI(incl XBD)",93.17,"Episode_Unadjusted"
"RBA","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RCI(incl XBD)",93.06,"Episode_Unadjusted"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",91.95,"Episode_Unadjusted"
"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","RCI(incl XBD)",93.3,"Episode_Unadjusted"
"RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","RCI(incl XBD)",93.82,"Episode_Unadjusted"
"RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST ","RCI(incl XBD)",93.5,"Episode_Unadjusted"
"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","RCI(incl XBD)",93.78,"Episode_Unadjusted"
"RPG","OXLEAS NHS FOUNDATION TRUST","RCI(incl XBD)",94.01,"Episode_Unadjusted"
"RHQ","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",93.85,"Episode_Unadjusted"
"RXK","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","RCI(incl XBD)",93.96,"Episode_Unadjusted"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",93.85,"Episode_Unadjusted"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","RCI(incl XBD)",93.67,"Episode_Unadjusted"
"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",94.44,"Episode_Unadjusted"
"RJC","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RCI(incl XBD)",94.82,"Episode_Unadjusted"
"RA7","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","RCI(incl XBD)",94.91,"Episode_Unadjusted"
"RYY","KENT COMMUNITY HEALTH NHS TRUST","RCI(incl XBD)",94.81,"Episode_Unadjusted"
"RWW","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",94.4,"Episode_Unadjusted"
"RCX","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","RCI(incl XBD)",95.6,"Episode_Unadjusted"
"RX1","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","RCI(incl XBD)",95.84,"Episode_Unadjusted"
"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","RCI(incl XBD)",95.13,"Episode_Unadjusted"
"RDR","SUSSEX COMMUNITY NHS TRUST","RCI(incl XBD)",95.17,"Episode_Unadjusted"
"REM","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",95.39,"Episode_Unadjusted"
"RK9","PLYMOUTH HOSPITALS NHS TRUST","RCI(incl XBD)",94.88,"Episode_Unadjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","RCI(incl XBD)",95.99,"Episode_Unadjusted"
"RV9","HUMBER NHS FOUNDATION TRUST","RCI(incl XBD)",96.92,"Episode_Unadjusted"
"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","RCI(incl XBD)",95.51,"Episode_Unadjusted"
"RWY","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","RCI(incl XBD)",95.91,"Episode_Unadjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","RCI(incl XBD)",95.73,"Episode_Unadjusted"
"RWJ","STOCKPORT NHS FOUNDATION TRUST","RCI(incl XBD)",96.08,"Episode_Unadjusted"
"RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RCI(incl XBD)",95.06,"Episode_Unadjusted"
"RFF","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",95.6,"Episode_Unadjusted"
"RJR","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",94.67,"Episode_Unadjusted"
"RM2","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","RCI(incl XBD)",96.03,"Episode_Unadjusted"
"TAE","MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST","RCI(incl XBD)",96,"Episode_Unadjusted"
"RXF","MID YORKSHIRE HOSPITALS NHS TRUST","RCI(incl XBD)",96.2,"Episode_Unadjusted"
"RXV","GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST","RCI(incl XBD)",96.19,"Episode_Unadjusted"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","RCI(incl XBD)",96.32,"Episode_Unadjusted"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RCI(incl XBD)",97.12,"Episode_Unadjusted"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","RCI(incl XBD)",96.76,"Episode_Unadjusted"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",96.18,"Episode_Unadjusted"
"RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","RCI(incl XBD)",96.82,"Episode_Unadjusted"
"RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","RCI(incl XBD)",97.79,"Episode_Unadjusted"
"RHU","PORTSMOUTH HOSPITALS NHS TRUST","RCI(incl XBD)",96.28,"Episode_Unadjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","RCI(incl XBD)",97.09,"Episode_Unadjusted"
"RAX","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",98.08,"Episode_Unadjusted"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","RCI(incl XBD)",98.26,"Episode_Unadjusted"
"RJL","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RCI(incl XBD)",97.77,"Episode_Unadjusted"
"RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",98.24,"Episode_Unadjusted"
"RC1","BEDFORD HOSPITAL NHS TRUST","RCI(incl XBD)",97.73,"Episode_Unadjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(incl XBD)",98.57,"Episode_Unadjusted"
"TAD","BRADFORD DISTRICT CARE TRUST","RCI(incl XBD)",98.12,"Episode_Unadjusted"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RCI(incl XBD)",97.82,"Episode_Unadjusted"
